instance,orig_m,orig_n,red_m,red_n,m_red_pct,n_red_pct,method,strategy,lb_type,initial_ub_type,cost,time,nodes,status,error
scp49.txt,200,1000,40,124,80.0,87.6,bb,dfs,packing,greedy,229.0,0.0232694149017334,270,success,
scp49.txt,200,1000,40,124,80.0,87.6,bb,dfs,both,greedy,229.0,0.031443119049072266,173,success,
scp49.txt,200,1000,40,124,80.0,87.6,bb,dfs,sum_degree,trivial,229.0,0.018297672271728516,228,success,
scp49.txt,200,1000,40,124,80.0,87.6,bb,dfs,packing,trivial,229.0,0.025673389434814453,270,success,
scp49.txt,200,1000,40,124,80.0,87.6,bb,dfs,both,trivial,229.0,0.02479720115661621,173,success,
scp49.txt,200,1000,40,124,80.0,87.6,bb,best_first,sum_degree,greedy,229.0,0.04306912422180176,379,success,
scp49.txt,200,1000,40,124,80.0,87.6,bb,best_first,packing,greedy,229.0,0.04619789123535156,449,success,
scp49.txt,200,1000,40,124,80.0,87.6,bb,best_first,both,greedy,229.0,0.02679443359375,302,success,
scp49.txt,200,1000,40,124,80.0,87.6,bb,best_first,sum_degree,trivial,229.0,0.025607585906982422,379,success,
scp49.txt,200,1000,40,124,80.0,87.6,bb,best_first,packing,trivial,229.0,0.02592778205871582,461,success,
scp49.txt,200,1000,40,124,80.0,87.6,bb,best_first,both,trivial,229.0,0.021230459213256836,302,success,
scp51.txt,200,2000,40,120,80.0,94.0,greedy,N/A,N/A,N/A,69.0,0.0016794204711914062,1,success,
scp51.txt,200,2000,40,120,80.0,94.0,bb,dfs,sum_degree,greedy,63.0,0.07768106460571289,265,success,
scp51.txt,200,2000,40,120,80.0,94.0,bb,dfs,packing,greedy,63.0,0.1082916259765625,916,success,
scp51.txt,200,2000,40,120,80.0,94.0,bb,dfs,both,greedy,63.0,0.09617853164672852,243,success,
scp51.txt,200,2000,40,120,80.0,94.0,bb,dfs,sum_degree,trivial,63.0,0.07715296745300293,265,success,
scp51.txt,200,2000,40,120,80.0,94.0,bb,dfs,packing,trivial,63.0,0.11535787582397461,916,success,
scp51.txt,200,2000,40,120,80.0,94.0,bb,dfs,both,trivial,63.0,0.06870460510253906,243,success,
scp51.txt,200,2000,40,120,80.0,94.0,bb,best_first,sum_degree,greedy,63.0,0.11819195747375488,525,success,
scp51.txt,200,2000,40,120,80.0,94.0,bb,best_first,packing,greedy,63.0,0.15601801872253418,1493,success,
scp51.txt,200,2000,40,120,80.0,94.0,bb,best_first,both,greedy,63.0,0.04572749137878418,509,success,
scp51.txt,200,2000,40,120,80.0,94.0,bb,best_first,sum_degree,trivial,63.0,0.036557674407958984,541,success,
scp51.txt,200,2000,40,120,80.0,94.0,bb,best_first,packing,trivial,63.0,0.08072280883789062,1614,success,
scp51.txt,200,2000,40,120,80.0,94.0,bb,best_first,both,trivial,63.0,0.03392648696899414,525,success,
scp510.txt,200,2000,40,124,80.0,93.8,greedy,N/A,N/A,N/A,111.0,0.0017333030700683594,1,success,
scp510.txt,200,2000,40,124,80.0,93.8,bb,dfs,sum_degree,greedy,108.0,0.026372671127319336,164,success,
scp510.txt,200,2000,40,124,80.0,93.8,bb,dfs,packing,greedy,108.0,0.017708539962768555,315,success,
scp510.txt,200,2000,40,124,80.0,93.8,bb,dfs,both,greedy,108.0,0.016873598098754883,121,success,
scp510.txt,200,2000,40,124,80.0,93.8,bb,dfs,sum_degree,trivial,108.0,0.023804426193237305,164,success,
scp510.txt,200,2000,40,124,80.0,93.8,bb,dfs,packing,trivial,108.0,0.010608911514282227,315,success,
scp510.txt,200,2000,40,124,80.0,93.8,bb,dfs,both,trivial,108.0,0.016490697860717773,121,success,
scp510.txt,200,2000,40,124,80.0,93.8,bb,best_first,sum_degree,greedy,108.0,0.02001047134399414,215,success,
scp510.txt,200,2000,40,124,80.0,93.8,bb,best_first,packing,greedy,108.0,0.028382539749145508,400,success,
scp510.txt,200,2000,40,124,80.0,93.8,bb,best_first,both,greedy,108.0,0.016408443450927734,208,success,
scp510.txt,200,2000,40,124,80.0,93.8,bb,best_first,sum_degree,trivial,108.0,0.013507843017578125,285,success,
scp510.txt,200,2000,40,124,80.0,93.8,bb,best_first,packing,trivial,108.0,0.026178836822509766,602,success,
scp510.txt,200,2000,40,124,80.0,93.8,bb,best_first,both,trivial,108.0,0.022864341735839844,267,success,
scp52.txt,200,2000,40,123,80.0,93.85,greedy,N/A,N/A,N/A,104.0,0.0018048286437988281,1,success,
scp52.txt,200,2000,40,123,80.0,93.85,bb,dfs,sum_degree,greedy,99.0,0.01455998420715332,180,success,
scp52.txt,200,2000,40,123,80.0,93.85,bb,dfs,packing,greedy,99.0,0.01587080955505371,275,success,
scp52.txt,200,2000,40,123,80.0,93.85,bb,dfs,both,greedy,99.0,0.023016691207885742,178,success,
scp52.txt,200,2000,40,123,80.0,93.85,bb,dfs,sum_degree,trivial,99.0,0.010068893432617188,180,success,
scp52.txt,200,2000,40,123,80.0,93.85,bb,dfs,packing,trivial,99.0,0.03173232078552246,275,success,
scp52.txt,200,2000,40,123,80.0,93.85,bb,dfs,both,trivial,99.0,0.04159855842590332,178,success,
scp52.txt,200,2000,40,123,80.0,93.85,bb,best_first,sum_degree,greedy,99.0,0.04209113121032715,358,success,
scp52.txt,200,2000,40,123,80.0,93.85,bb,best_first,packing,greedy,99.0,0.036244869232177734,458,success,
scp52.txt,200,2000,40,123,80.0,93.85,bb,best_first,both,greedy,99.0,0.018657684326171875,350,success,
scp52.txt,200,2000,40,123,80.0,93.85,bb,best_first,sum_degree,trivial,99.0,0.020616531372070312,402,success,
scp52.txt,200,2000,40,123,80.0,93.85,bb,best_first,packing,trivial,99.0,0.02208709716796875,566,success,
scp52.txt,200,2000,40,123,80.0,93.85,bb,best_first,both,trivial,99.0,0.027850866317749023,394,success,
